Player,Team,Season,Season Type,Games,Distance Per Game,Distance Per 36 min,Avg. Speed,Touches Per 36 min,Pass Per 36 min,Secondary Assists Per 36 min,FT Assists Per 36 min,Off. Reb Success Rate,Def. Reb Success Rate,Contested FG %,Uncontested FG %,Uncontested FG Usage,FGs Defended at Rim %
Kris Humphries,"Wizards, Suns, Hawks",2015-2016,REG,53,1.227,2.583,4.304,67.761,50.606,0.468,0,0.781,1.013,0.426,0.398,0.656,0.594
Ryan Hollins,"Wizards, Grizzlies",2015-2016,REG,37,0.659,2.413,4.022,42.94,33.287,0,0,1.424,1.5,0.455,0.75,0.421,0.429
John Wall,Wizards,2015-2016,REG,77,2.376,2.394,3.991,99.534,71.91,1.917,0.86,0.824,1.541,0.444,0.423,0.523,0.642
Garrett Temple,Wizards,2015-2016,REG,80,1.77,2.604,4.339,45.79,31.457,0.679,0.075,0.692,1.06,0.47,0.377,0.63,0.507
Alan Anderson,Wizards,2015-2016,REG,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Gortat,Wizards,2015-2016,REG,75,2.218,2.512,4.187,57.731,41.357,0.583,0,0.944,1.23,0.507,0.591,0.274,0.489
Jared Dudley,Wizards,2015-2016,REG,81,2.04,2.546,4.243,62.882,51.715,0.811,0.343,0.675,0.859,0.458,0.483,0.815,0.513
Bradley Beal,Wizards,2015-2016,REG,55,2.476,2.619,4.365,63.806,41.447,0.907,0.302,0.837,1.203,0.417,0.475,0.545,0.558
Ramon Sessions,Wizards,2015-2016,REG,82,1.498,2.536,4.227,75.306,54.952,0.619,0.661,0.634,1.435,0.487,0.454,0.369,0.705
Otto Porter,Wizards,2015-2016,REG,75,2.363,2.655,4.425,49.427,33.734,0.595,0.198,0.719,1.101,0.488,0.44,0.643,0.546
Nene,Wizards,2015-2016,REG,57,1.178,2.403,4.005,62.414,42.731,0.204,0.714,1.529,1.643,0.64,0.449,0.395,0.454
Gary Neal,Wizards,2015-2016,REG,40,1.48,2.501,4.168,52.728,34.708,0.512,0.256,0.407,0.632,0.446,0.475,0.5,0.564
Harrison Barnes,Warriors,2015-2016,REG,66,2.1,2.602,4.336,51.323,35.44,1.15,0.044,0.975,1.305,0.457,0.482,0.583,0.563
Shaun Livingston,Warriors,2015-2016,REG,78,1.437,2.6,4.333,73.672,59.555,1.676,0.397,0.792,1.113,0.513,0.491,0.261,0.662
Leandro Barbosa,Warriors,2015-2016,REG,68,1.035,2.583,4.305,58.594,39.438,1.288,0.402,1.867,1.589,0.407,0.495,0.55,0.429
Andre Iguodala,Warriors,2015-2016,REG,65,1.876,2.449,4.082,56.495,44.3,1.543,0.534,0.852,0.876,0.45,0.53,0.578,0.543
Klay Thompson,Warriors,2015-2016,REG,80,2.338,2.558,4.263,51.427,27.563,1.146,0.261,1.094,0.971,0.467,0.454,0.528,0.51
Brandon Rush,Warriors,2015-2016,REG,72,1.21,2.701,4.502,46.165,34.177,1.084,0.064,0.875,1.032,0.415,0.463,0.725,0.471
Stephen Curry,Warriors,2015-2016,REG,79,2.416,2.564,4.274,90.298,60.022,2.654,0.733,0.986,1.084,0.487,0.532,0.525,0.487
Draymond Green,Warriors,2015-2016,REG,81,2.242,2.334,3.891,82.443,63.799,1.38,0.702,1,1.243,0.462,0.486,0.439,0.434
Festus Ezeli,Warriors,2015-2016,REG,46,1.29,2.586,4.311,56.294,40.203,0.771,0.051,0.503,0.622,0.526,0.647,0.246,0.451
Andrew Bogut,Warriors,2015-2016,REG,70,1.308,2.249,3.748,62.106,50.679,1.394,0.186,1.052,1.121,0.649,0.6,0.26,0.429
Tim Frazier,"Trail Blazers, Pelicans",2015-2016,REG,51,0.598,2.599,4.331,88.412,70.005,1.449,0.87,1.04,1.787,0.344,0.32,0.439,0.6
Mason Plumlee,Trail Blazers,2015-2016,REG,82,1.807,2.494,4.157,60.954,43.967,0.57,0.27,0.604,0.964,0.475,0.609,0.208,0.569
Noah Vonleh,Trail Blazers,2015-2016,REG,78,1.122,2.554,4.256,51.813,41.371,0.099,0.198,0.562,0.884,0.442,0.381,0.399,0.439
Gerald Henderson,Trail Blazers,2015-2016,REG,72,1.175,2.602,4.337,47.532,28.495,0.599,0.24,1.148,1.56,0.426,0.37,0.524,0.4
CJ McCollum,Trail Blazers,2015-2016,REG,80,2.602,2.656,4.427,74.885,49.761,1.415,0.534,0.681,1.05,0.395,0.492,0.466,0.56
Allen Crabbe,Trail Blazers,2015-2016,REG,81,1.838,2.542,4.236,44.77,29.165,0.692,0.301,1.35,1.08,0.44,0.487,0.549,0.491
Meyers Leonard,Trail Blazers,2015-2016,REG,61,1.491,2.3,3.833,64.668,48.926,0.514,0.237,0.708,0.96,0.48,0.43,0.753,0.544
Damian Lillard,Trail Blazers,2015-2016,REG,75,2.519,2.509,4.182,88.847,60.116,1.405,0.613,0.662,0.97,0.385,0.47,0.449,0.579
Maurice Harkless,Trail Blazers,2015-2016,REG,78,1.251,2.615,4.359,45.502,32.683,0.455,0.046,1.02,1.098,0.545,0.337,0.434,0.41
Al-Farouq Aminu,Trail Blazers,2015-2016,REG,82,2.097,2.599,4.331,47.056,31.325,0.7,0.35,0.831,0.939,0.406,0.416,0.534,0.51
Ed Davis,Trail Blazers,2015-2016,REG,81,1.451,2.476,4.126,55.23,43.327,0.531,0.038,0.778,1.027,0.598,0.8,0.103,0.489
Kevin Martin,"Timberwolves, Spurs",2015-2016,REG,55,1.522,2.425,4.042,46.31,26.047,0.683,0.091,0.737,1.011,0.337,0.431,0.403,0.742
Nikola Pekovic,Timberwolves,2015-2016,REG,12,0.844,2.117,3.528,33.868,17.561,0.627,0.314,0.538,0.424,0.433,0.571,0.189,0.563
Shabazz Muhammad,Timberwolves,2015-2016,REG,82,1.445,2.572,4.287,37.065,18.908,0.277,0.119,1.087,1.031,0.502,0.438,0.328,0.527
Karl-Anthony Towns,Timberwolves,2015-2016,REG,82,1.947,2.39,3.983,54.782,34.331,0.6,0.273,0.834,1.134,0.55,0.502,0.441,0.465
Zach LaVine,Timberwolves,2015-2016,REG,82,1.674,2.619,4.365,80.883,55.961,1.182,0.591,0.509,1.015,0.426,0.398,0.421,0.531
Nemanja Bjelica,Timberwolves,2015-2016,REG,60,1.321,2.535,4.225,73.39,62.52,0.64,0.246,0.731,0.732,0.492,0.367,0.604,0.555
Ricky Rubio,Timberwolves,2015-2016,REG,76,2.155,2.566,4.277,95.137,74.705,1.71,0.947,0.667,1.238,0.323,0.372,0.59,0.53
Kevin Garnett,Timberwolves,2015-2016,REG,38,1.017,2.503,4.172,74.956,64.915,0.842,0.324,0.417,0.619,0.418,0.517,0.522,0.514
Tyus Jones,Timberwolves,2015-2016,REG,37,0.829,2.739,4.566,86.664,66.1,1.469,0.367,1.4,3.077,0.409,0.222,0.29,0.5
Gorgui Dieng,Timberwolves,2015-2016,REG,82,1.562,2.37,3.949,50.484,35.588,0.371,0.371,0.913,1.138,0.51,0.5,0.421,0.512
Tayshaun Prince,Timberwolves,2015-2016,REG,77,1.408,2.401,4.001,33.426,26.459,0.445,0.074,0.842,0.878,0.407,0.529,0.596,0.562
Andrew Wiggins,Timberwolves,2015-2016,REG,81,2.338,2.41,4.017,48.449,24.014,0.726,0.094,0.645,1.033,0.456,0.425,0.31,0.529
D.J. Augustin,"Thunder, Nuggets",2015-2016,REG,62,1.063,2.478,4.13,75.608,59.947,1.53,0.583,0.5,1.582,0.392,0.364,0.564,0.727
Steven Adams,Thunder,2015-2016,REG,80,1.697,2.516,4.193,65.762,55.15,0.775,0.034,0.886,0.902,0.571,0.714,0.205,0.459
Kevin Durant,Thunder,2015-2016,REG,72,2.23,2.251,3.751,59.976,34.025,0.88,0.233,1.314,1.42,0.526,0.475,0.364,0.513
Dion Waiters,Thunder,2015-2016,REG,78,1.767,2.357,3.928,40.875,23.51,0.493,0.261,0.878,0.927,0.409,0.386,0.52,0.579
Cameron Payne,Thunder,2015-2016,REG,57,0.834,2.61,4.351,79.888,58.612,0.73,0.313,1,1.027,0.382,0.493,0.525,0.63
Russell Westbrook,Thunder,2015-2016,REG,80,2.295,2.437,4.062,91.783,59.087,1.524,1.131,0.89,1.249,0.47,0.427,0.404,0.629
Anthony Morrow,Thunder,2015-2016,REG,68,1.048,2.475,4.126,32.404,19.596,0.118,0.059,0.714,0.813,0.392,0.432,0.599,0.488
Serge Ibaka,Thunder,2015-2016,REG,78,2.102,2.326,3.876,43.563,27.831,0.385,0.12,0.799,0.862,0.56,0.465,0.678,0.403
Enes Kanter,Thunder,2015-2016,REG,82,1.468,2.561,4.269,75.342,55.511,0.19,0,0.859,1.089,0.558,0.564,0.248,0.513
Andre Roberson,Thunder,2015-2016,REG,70,1.638,2.713,4.522,30.692,21.345,0.478,0.11,0.75,0.891,0.511,0.478,0.489,0.505
Kyle Singler,Thunder,2015-2016,REG,68,0.892,2.666,4.444,37.481,24.76,0.342,0.256,1.613,1.23,0.394,0.348,0.677,0.707
Markieff Morris,"Suns, Wizards",2015-2016,REG,64,1.441,2.278,3.797,67.47,45.338,0.395,0.339,1.074,1.603,0.427,0.329,0.461,0.461
Orlando Johnson,"Suns, Pelicans",2015-2016,REG,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Archie Goodwin,Suns,2015-2016,REG,57,1.086,2.628,4.38,74.343,52.175,0.871,0.387,0.9,1.691,0.418,0.432,0.289,0.577
Brandon Knight,Suns,2015-2016,REG,52,2.62,2.601,4.335,81.711,55.687,1.064,0.331,0.507,0.794,0.48,0.376,0.53,0.672
PJ Tucker,Suns,2015-2016,REG,82,1.914,2.415,4.025,46.989,35.55,0.713,0.11,0.943,1.109,0.431,0.389,0.452,0.53
Tyson Chandler,Suns,2015-2016,REG,66,1.49,2.324,3.874,57.486,46.829,0.39,0.043,0.936,1.186,0.476,0.488,0.295,0.531
Jon Leuer,Suns,2015-2016,REG,67,1.503,2.602,4.337,69.146,51.754,0.633,0.127,0.589,0.922,0.497,0.486,0.475,0.542
Mirza Teletovic,Suns,2015-2016,REG,79,1.227,2.45,4.084,67.103,47.049,0.59,0.182,0.775,1.144,0.385,0.459,0.608,0.538
Alex Len,Suns,2015-2016,REG,78,1.303,2.446,4.077,55.653,39.471,0.313,0.045,0.937,1.434,0.497,0.398,0.358,0.505
Eric Bledsoe,Suns,2015-2016,REG,31,2.415,2.545,4.242,91.258,64.057,1.462,0.51,0.25,0.563,0.455,0.452,0.526,0.481
Devin Booker,Suns,2015-2016,REG,76,1.461,2.571,4.286,48.348,30.472,0.677,0.226,1,1.221,0.487,0.454,0.436,0.66
TJ Warren,Suns,2015-2016,REG,47,1.67,2.641,4.401,48.22,30.147,0.431,0.18,0.438,0.584,0.504,0.49,0.457,0.521
Ronnie Price,Suns,2015-2016,REG,62,1.113,2.702,4.503,71.907,59.197,1,0.5,1.19,1.51,0.326,0.416,0.626,0.583
Tony Parker,Spurs,2015-2016,REG,72,2.074,2.755,4.591,91.641,71.613,2.192,0.1,0.548,1.112,0.509,0.548,0.446,0.675
Danny Green,Spurs,2015-2016,REG,79,1.918,2.752,4.587,60.691,47.027,1.109,0.163,0.81,1.058,0.409,0.333,0.639,0.477
LaMarcus Aldridge,Spurs,2015-2016,REG,74,1.974,2.406,4.01,67.424,45.884,0.792,0.091,0.967,1.27,0.521,0.449,0.472,0.502
Manu Ginobili,Spurs,2015-2016,REG,58,1.375,2.506,4.176,74.959,52.467,1.822,0.624,0.456,0.828,0.476,0.462,0.522,0.564
Tim Duncan,Spurs,2015-2016,REG,61,1.643,2.28,3.8,64.517,48.538,0.525,0.188,0.841,0.943,0.559,0.383,0.303,0.479
Jonathon Simmons,Spurs,2015-2016,REG,55,0.966,2.603,4.338,58.182,40.314,0.718,0.09,0.615,1.129,0.529,0.571,0.287,0.7
Patty Mills,Spurs,2015-2016,REG,81,1.603,2.847,4.746,83.431,66.551,1.615,0.162,1.227,1.191,0.489,0.412,0.715,0.706
Boris Diaw,Spurs,2015-2016,REG,76,1.345,2.536,4.226,74.638,59.085,0.986,0.257,0.598,0.874,0.595,0.433,0.37,0.514
David West,Spurs,2015-2016,REG,78,1.054,2.277,3.794,61.437,45.613,0.804,0.251,0.828,1.039,0.594,0.534,0.527,0.467
Kawhi Leonard,Spurs,2015-2016,REG,72,2.418,2.655,4.425,57.459,35.787,1.046,0.157,0.933,1.124,0.51,0.497,0.521,0.432
Kyle Anderson,Spurs,2015-2016,REG,78,0.863,2.543,4.238,64.272,50.9,1.15,0.431,1.786,1.833,0.5,0.5,0.357,0.436
Marcus Thornton,"Rockets, Pistons, Wizards",2015-2016,REG,61,1.333,2.492,4.153,52.968,31.014,0.575,0.479,0.567,0.941,0.412,0.41,0.481,0.649
Donatas Motiejunas,"Rockets, Pistons",2015-2016,REG,37,0.99,2.65,4.416,67.673,48.557,0.765,0.574,2.176,1.34,0.514,0.48,0.403,0.513
Ty Lawson,"Rockets, Pacers",2015-2016,REG,66,1.733,2.535,4.225,71.157,55.778,1.2,0.675,0.765,0.879,0.424,0.38,0.589,0.638
Clint Capela,Rockets,2015-2016,REG,77,1.538,2.552,4.253,55.802,41.639,0.627,0.111,0.785,0.809,0.528,0.795,0.153,0.512
Michael Beasley,Rockets,2015-2016,REG,20,0,0,0,0,0,0,0,0,0,0,0,0,0
James Harden,Rockets,2015-2016,REG,82,2.378,2.289,3.815,79.864,48.24,1.172,0.46,0.67,1.095,0.461,0.362,0.395,0.557
Terrence Jones,Rockets,2015-2016,REG,50,1.579,2.463,4.104,57.883,40.538,0.468,0.156,0.477,0.591,0.459,0.463,0.329,0.516
Trevor Ariza,Rockets,2015-2016,REG,81,2.306,2.417,4.029,53.957,39.559,0.652,0.28,0.761,0.934,0.368,0.431,0.605,0.532
Patrick Beverley,Rockets,2015-2016,REG,71,1.921,2.683,4.472,69.148,53.507,1.157,0.399,1.106,1.328,0.343,0.47,0.61,0.674
Dwight Howard,Rockets,2015-2016,REG,71,2.064,2.283,3.805,61.137,44.754,0.777,0.209,0.93,1.276,0.586,0.755,0.152,0.502
Corey Brewer,Rockets,2015-2016,REG,82,1.467,2.607,4.345,42.579,26.274,0.811,0.425,0.545,0.918,0.382,0.343,0.464,0.648
Jason Terry,Rockets,2015-2016,REG,72,1.243,2.595,4.325,57.851,43.883,0.696,0.589,1.75,1.032,0.474,0.407,0.592,0.647
Luis Scola,Raptors,2015-2016,REG,76,1.641,2.528,4.213,67.346,49.634,0.875,0.385,0.545,0.851,0.486,0.426,0.456,0.547
James Johnson,Raptors,2015-2016,REG,57,1.015,2.388,3.981,41.755,28.49,0.588,0.392,0.596,0.838,0.576,0.432,0.324,0.385
Cory Joseph,Raptors,2015-2016,REG,80,1.844,2.581,4.302,79.139,62.369,0.955,0.223,0.633,0.966,0.455,0.402,0.412,0.455
Patrick Patterson,Raptors,2015-2016,REG,79,1.531,2.294,3.824,60.502,49.396,0.647,0.102,1.351,1.087,0.424,0.376,0.677,0.467
Bismack Biyombo,Raptors,2015-2016,REG,82,1.516,2.393,3.989,45.345,35.515,0.359,0.108,0.843,1.126,0.483,0.568,0.236,0.46
Kyle Lowry,Raptors,2015-2016,REG,77,2.354,2.321,3.869,88.18,63.837,1.098,0.717,0.534,0.928,0.415,0.443,0.392,0.633
Jonas Valanciunas,Raptors,2015-2016,REG,60,1.71,2.295,3.825,58.51,42.453,0.547,0.099,0.979,1.314,0.541,0.619,0.187,0.544
Terrence Ross,Raptors,2015-2016,REG,73,1.624,2.527,4.212,36.199,22.522,0.328,0.123,1.105,1.224,0.418,0.461,0.619,0.48
DeMar DeRozan,Raptors,2015-2016,REG,78,2.427,2.391,3.985,62.727,37.408,0.784,0.246,0.79,1.088,0.459,0.427,0.295,0.613
DeMarre Carroll,Raptors,2015-2016,REG,26,2.158,2.432,4.054,52.047,35.678,0.294,0,0.348,0.588,0.352,0.436,0.431,0.678
Norman Powell,Raptors,2015-2016,REG,49,0.342,2.596,4.326,48.695,29.485,0.447,0.447,2.286,5,0.368,0.214,0.424,0.4
Ersan Ilyasova,"Pistons, Magic",2015-2016,REG,74,1.893,2.438,4.063,64.405,47.631,0.41,0.205,0.643,0.799,0.418,0.43,0.545,0.557
Brandon Jennings,"Pistons, Magic",2015-2016,REG,48,1.251,2.572,4.286,93.005,70.545,1.424,0.633,1.6,2.286,0.438,0.347,0.605,0.727
Jodie Meeks,Pistons,2015-2016,REG,3,0.67,2.846,4.743,27.611,12.743,0,0,0.5,2,0.333,0,0.4,0
Spencer Dinwiddie,Pistons,2015-2016,REG,12,0.848,2.48,4.134,92.641,70.537,1.625,0,2,1.3,0.458,0.3,0.294,1
Kentavious Caldwell-Pope,Pistons,2015-2016,REG,76,2.584,2.484,4.139,39.414,23.006,0.503,0.24,1.014,1.024,0.43,0.413,0.497,0.571
Anthony Tolliver,Pistons,2015-2016,REG,72,1.303,2.444,4.074,57.554,46.864,0.393,0.175,0.672,0.872,0.324,0.396,0.811,0.505
Aron Baynes,Pistons,2015-2016,REG,81,0.954,2.427,4.044,42.355,27.626,0.414,0.118,0.795,1.034,0.503,0.475,0.212,0.512
Steve Blake,Pistons,2015-2016,REG,58,1.117,2.594,4.323,95.525,76.068,1.922,1.201,1,1.29,0.324,0.417,0.694,0.613
Andre Drummond,Pistons,2015-2016,REG,81,2.176,2.319,3.865,49.586,29.214,0.388,0.073,1.005,1.283,0.501,0.649,0.125,0.521
Stanley Johnson,Pistons,2015-2016,REG,73,1.619,2.619,4.365,52.626,34.311,0.368,0.552,0.558,1.038,0.405,0.353,0.512,0.542
Marcus Morris,Pistons,2015-2016,REG,80,2.502,2.472,4.12,53.805,37.241,0.322,0.23,0.827,1.03,0.443,0.403,0.422,0.579
Reggie Jackson,Pistons,2015-2016,REG,79,2.107,2.45,4.084,90.602,61.097,1.375,0.582,0.784,0.813,0.453,0.398,0.359,0.617
Ish Smith,"Pelicans, 76ers",2015-2016,REG,77,1.954,2.742,4.57,100.223,76.297,1.164,0.719,0.915,1.159,0.433,0.385,0.367,0.558
Dante Cunningham,Pelicans,2015-2016,REG,80,1.49,2.734,4.557,42.57,33.931,0.448,0.224,1.018,1.072,0.393,0.455,0.643,0.579
Alonzo Gee,Pelicans,2015-2016,REG,73,1.575,2.711,4.518,36.833,28.346,0.48,0.16,0.659,0.944,0.48,0.523,0.464,0.58
Luke Babbitt,Pelicans,2015-2016,REG,47,1.09,2.739,4.565,50.762,39.149,0.479,0,2.778,1.519,0.381,0.365,0.712,0.556
Anthony Davis,Pelicans,2015-2016,REG,61,2.318,2.336,3.894,68.801,44.586,0.292,0.212,0.884,1.122,0.518,0.457,0.426,0.437
Omer Asik,Pelicans,2015-2016,REG,68,1.118,2.387,3.979,57.309,47.52,0.356,0,0.832,1.215,0.473,0.636,0.129,0.471
Kendrick Perkins,Pelicans,2015-2016,REG,37,0.597,2.325,3.875,50.223,40.698,0,0,2.5,4.905,0.714,0.889,0.563,0.7
Norris Cole,Pelicans,2015-2016,REG,45,1.729,2.566,4.277,72.219,52.865,0.742,0.685,1,1.175,0.343,0.407,0.571,0.579
Jordan Hamilton,Pelicans,2015-2016,REG,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Toney Douglas,Pelicans,2015-2016,REG,61,1.115,2.756,4.594,67.331,49.346,0.674,0.337,0.926,2.95,0.425,0.449,0.633,0.5
Eric Gordon,Pelicans,2015-2016,REG,45,2.307,2.485,4.141,48.667,30.151,0.368,0.289,0.357,0.631,0.407,0.413,0.635,0.586
Ryan Anderson,Pelicans,2015-2016,REG,66,2.084,2.397,3.994,55.699,34.917,0.617,0.056,0.742,0.841,0.426,0.446,0.552,0.546
Jrue Holiday,Pelicans,2015-2016,REG,65,1.831,2.635,4.392,84.156,59.217,1.128,0.895,0.563,1.063,0.481,0.376,0.392,0.563
Alexis Ajinca,Pelicans,2015-2016,REG,59,0.844,2.453,4.088,65.319,48.945,0.44,0,1.014,1.311,0.533,0.524,0.457,0.477
Tyreke Evans,Pelicans,2015-2016,REG,25,2.085,2.404,4.006,95.363,69.997,1.345,0.721,0.526,0.616,0.442,0.427,0.381,0.529
Bryce Dejean-Jones,Pelicans,2015-2016,REG,14,0.05,1.756,2.927,52.683,35.122,0,0,0,0,0,1,1,0
Chase Budinger,"Pacers, Suns",2015-2016,REG,66,1.143,2.567,4.279,46.006,32.015,0.691,0.518,0.811,0.863,0.382,0.427,0.457,0.556
Ian Mahinmi,Pacers,2015-2016,REG,71,1.617,2.441,4.068,58.714,45.671,0.697,0.194,0.78,1.132,0.654,0.475,0.271,0.525
George Hill,Pacers,2015-2016,REG,74,2.452,2.519,4.198,76.834,60.784,1,0.305,0.829,1.206,0.4,0.481,0.534,0.585
Lavoy Allen,Pacers,2015-2016,REG,79,1.474,2.452,4.087,59.301,46.767,0.812,0.348,0.743,0.929,0.515,0.462,0.413,0.488
Solomon Hill,Pacers,2015-2016,REG,59,0.747,2.525,4.209,60.229,46.273,0.588,0.441,1.054,1.693,0.5,0.259,0.403,0.533
Paul George,Pacers,2015-2016,REG,81,2.495,2.536,4.227,70.406,41.809,0.785,0.3,0.752,0.998,0.386,0.442,0.467,0.5
CJ Miles,Pacers,2015-2016,REG,64,1.761,2.388,3.98,49.588,31.088,0.452,0.278,0.735,0.661,0.405,0.382,0.546,0.504
Myles Turner,Pacers,2015-2016,REG,60,1.167,2.509,4.181,57.539,38.783,0.391,0.293,1.447,1.772,0.559,0.559,0.5,0.513
Jordan Hill,Pacers,2015-2016,REG,73,1.452,2.41,4.016,70.791,51.911,0.374,0.332,0.655,0.87,0.555,0.421,0.363,0.544
Monta Ellis,Pacers,2015-2016,REG,81,2.265,2.451,4.085,71.941,51.552,1.205,0.541,0.857,1.198,0.464,0.41,0.457,0.492
Rodney Stuckey,Pacers,2015-2016,REG,58,1.638,2.357,3.928,58.959,40.6,0.698,0.523,0.792,0.867,0.424,0.384,0.341,0.54
JJ Hickson,"Nuggets, Wizards",2015-2016,REG,35,1.125,2.403,4.005,68.583,48.767,1.187,0,0.848,0.823,0.518,0.462,0.239,0.506
Randy Foye,"Nuggets, Thunder",2015-2016,REG,81,1.33,2.412,4.019,60.661,44.548,1.36,0.371,0.706,1.031,0.359,0.326,0.498,0.546
Sean Kilpatrick,"Nuggets, Nets",2015-2016,REG,31,0.502,2.627,4.378,29.302,12.558,0,0,12,7.333,0,0.333,0.818,1
Jameer Nelson,Nuggets,2015-2016,REG,39,1.83,2.383,3.972,84.581,66.782,1.737,0.543,0.633,0.513,0.328,0.401,0.592,0.517
Axel Toupane,Nuggets,2015-2016,REG,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Jusuf Nurkic,Nuggets,2015-2016,REG,32,0.897,2.458,4.097,77.898,51.279,1.566,0.783,2.207,3.143,0.372,0.25,0.157,0.5
Kenneth Faried,Nuggets,2015-2016,REG,67,1.806,2.457,4.095,58.479,39.685,0.515,0.11,0.81,1.12,0.539,0.527,0.207,0.557
Will Barton,Nuggets,2015-2016,REG,82,2.03,2.516,4.193,60.669,39.038,1.099,0.394,0.652,1.136,0.45,0.43,0.424,0.572
Joffrey Lauvergne,Nuggets,2015-2016,REG,59,1.262,2.485,4.141,69.639,51.678,0.473,0.079,0.77,1.197,0.505,0.5,0.409,0.5
Nikola Jokic,Nuggets,2015-2016,REG,80,1.311,2.481,4.134,68.039,50.061,0.541,0.225,0.838,1.399,0.55,0.543,0.308,0.525
Gary Harris,Nuggets,2015-2016,REG,76,2.129,2.524,4.207,37.436,21.931,0.53,0.312,0.844,1.169,0.473,0.433,0.479,0.582
Danilo Gallinari,Nuggets,2015-2016,REG,53,2.262,2.359,3.932,57.746,35.981,0.412,0.137,0.51,0.821,0.397,0.416,0.488,0.574
Darrell Arthur,Nuggets,2015-2016,REG,70,1.416,2.411,4.019,55.334,40.42,0.332,0.249,0.768,0.821,0.398,0.517,0.634,0.459
Emmanuel Mudiay,Nuggets,2015-2016,REG,68,2.188,2.662,4.437,86.199,61.658,1.339,0.892,0.615,1.212,0.313,0.341,0.45,0.507
Joe Johnson,"Nets, Heat",2015-2016,REG,81,2.346,2.466,4.11,54.489,38.701,0.888,0.234,0.831,1.085,0.38,0.402,0.481,0.547
Wayne Ellington,Nets,2015-2016,REG,76,1.352,2.6,4.333,39.772,24.999,0.656,0.175,0.769,1.124,0.375,0.379,0.636,0.641
Bojan Bogdanovic,Nets,2015-2016,REG,79,1.887,2.512,4.187,41.499,26.059,0.325,0.03,0.692,1.095,0.456,0.394,0.496,0.608
Brook Lopez,Nets,2015-2016,REG,73,2.214,2.388,3.98,56.045,32.275,0.671,0.144,0.774,0.9,0.502,0.48,0.387,0.462
Andrea Bargnani,Nets,2015-2016,REG,46,0.926,2.442,4.07,61.591,41.917,0.473,0.135,0.596,0.622,0.489,0.417,0.605,0.7
Thaddeus Young,Nets,2015-2016,REG,73,2.313,2.577,4.295,69.19,49.485,0.47,0.173,0.592,1.126,0.516,0.494,0.294,0.537
Jarrett Jack,Nets,2015-2016,REG,32,2.226,2.498,4.163,91.521,70.447,1.753,0.456,0.4,0.706,0.361,0.439,0.388,0.605
Donald Sloan,Nets,2015-2016,REG,61,1.283,2.654,4.423,90.041,72.91,0.91,0.662,0.85,1.793,0.382,0.514,0.352,0.594
Thomas Robinson,Nets,2015-2016,REG,71,0.707,2.57,4.284,63.628,47.139,0.373,0,1.007,1.335,0.544,0.321,0.237,0.409
Markel Brown,Nets,2015-2016,REG,62,0.766,2.534,4.223,51.706,36.513,0.98,0.368,1.533,1.737,0.25,0.273,0.579,0.462
Henry Sims,Nets,2015-2016,REG,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Rondae Hollis-Jefferson,Nets,2015-2016,REG,29,1.653,2.7,4.5,46.773,35.252,0.43,0.172,0.565,0.92,0.412,0.6,0.37,0.492
Shane Larkin,Nets,2015-2016,REG,78,1.459,2.581,4.302,85.504,67.462,0.95,0.604,0.903,1.02,0.459,0.435,0.518,0.593
Chris McCullough,Nets,2015-2016,REG,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Zaza Pachulia,Mavericks,2015-2016,REG,76,1.923,2.37,3.95,57.639,41.904,0.717,0.115,0.684,0.893,0.535,0.381,0.361,0.522
Dirk Nowitzki,Mavericks,2015-2016,REG,75,1.892,2.215,3.692,67.105,45.331,0.781,0.139,0.839,1,0.426,0.477,0.47,0.507
Devin Harris,Mavericks,2015-2016,REG,64,1.354,2.486,4.143,60.589,44.157,0.872,0.505,0.692,0.992,0.504,0.411,0.474,0.681
Jose Juan Barea,Mavericks,2015-2016,REG,74,1.537,2.585,4.309,90.634,68.47,1.094,0.715,0.839,1.096,0.408,0.419,0.504,0.458
Dwight Powell,Mavericks,2015-2016,REG,69,1.279,2.677,4.462,69.432,53.109,0.19,0.143,0.497,0.685,0.508,0.455,0.483,0.475
Deron Williams,Mavericks,2015-2016,REG,65,2.318,2.567,4.279,102.485,81.236,1.574,0.787,0.645,0.834,0.39,0.453,0.484,0.5
Raymond Felton,Mavericks,2015-2016,REG,80,1.847,2.49,4.151,75.194,57.991,0.989,0.599,0.9,1.023,0.456,0.371,0.545,0.565
Salah Mejri,Mavericks,2015-2016,REG,33,0.844,2.594,4.323,54.856,41.252,0,0.439,2.158,3.037,0.818,0.6,0.313,0.421
Chandler Parsons,Mavericks,2015-2016,REG,61,1.915,2.564,4.273,61.73,43.585,0.564,0.282,0.853,1.191,0.49,0.472,0.453,0.5
Wesley Matthews,Mavericks,2015-2016,REG,78,2.3,2.509,4.181,50.458,34.721,0.571,0.078,0.628,0.991,0.389,0.393,0.63,0.672
Tobias Harris,"Magic, Pistons",2015-2016,REG,76,2.35,2.553,4.255,55.756,39.774,0.621,0.103,0.782,1.11,0.522,0.368,0.401,0.518
