PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,"FRONT CT
TOUCHES","TIME OF
POSS","AVG SEC PER
TOUCH","AVG DRIB PER
TOUCH","PTS PER
TOUCH","ELBOW
TOUCHES","POST
UPS","PAINT
TOUCHES","PTS PER
ELBOW TOUCH","PTS PER
POST TOUCH","PTS PER
PAINT TOUCH",Year
DeMarre Carroll,BKN,71,24,47,29.9,13.7,51.3,31.6,2.1,2.48,1.47,0.267,0.4,0.2,1.8,0.615,0,0.651,18
Isaiah Thomas,LAL,32,15,17,26.9,15.2,56.8,22.7,4.6,4.83,4.45,0.267,0.3,0,0.3,0.875,0,0.545,18
John Holland,CLE,24,17,7,7.3,2.3,8.4,5.2,0.3,2.37,1.7,0.267,0.3,0.1,0.3,0.667,0,0.571,18
Maxi Kleber,DAL,72,20,52,16.8,5.4,20.1,12.4,0.5,1.4,0.33,0.267,0.9,0.4,2.5,0.388,0.645,0.923,18
Cedi Osman,CLE,61,35,26,11,3.9,14.7,7.7,0.6,2.25,1.46,0.266,0.1,0,0.5,0.5,0,0.727,18
Cristiano Felicio,CHI,55,13,42,17.8,5.6,21,15.9,0.7,1.87,0.6,0.266,2.9,1.3,4.1,0.34,0.338,0.749,18
Jerryd Bayless,PHI,38,21,17,23.9,8,30.1,22.2,1.2,2.41,1.62,0.266,0.4,0,1,0.643,0,1.105,18
Maurice Harkless,POR,59,36,23,21.4,6.5,24.6,17,0.8,1.92,0.79,0.266,0.5,1,2.5,0.621,0.45,0.828,18
Tony Snell,MIL,74,42,32,27.4,6.8,25.7,16.7,0.7,1.58,0.75,0.266,0.3,0,0.4,0.792,0,0.714,18
Alex Len,PHX,69,20,49,20.2,8.5,32.1,19,0.8,1.47,0.35,0.265,4,1.8,6.3,0.373,0.402,0.873,18
Russell Westbrook,OKC,77,47,30,36.4,25.3,95.7,30.5,9.1,5.73,5.35,0.265,1.2,0.9,2.1,0.703,0.58,0.683,18
Tobias Harris,LAC,80,39,41,33.3,18.6,70.2,37.9,2.5,2.12,1.18,0.265,0.9,1.7,1.6,0.735,0.752,0.721,18
Kyle Singler,OKC,11,5,6,3.3,1.3,4.8,3.6,0.1,1.85,1.45,0.264,0.2,0,0.5,2,0,1.2,18
Manu Ginobili,SAS,65,39,26,20,8.9,33.6,24.1,1.8,3.25,2.37,0.264,0.3,0.1,0.6,0.118,0,0.707,18
Deyonta Davis,MEM,62,16,46,15.2,5.8,22.1,12.1,0.5,1.36,0.24,0.263,2.2,0.4,3.9,0.191,0.308,1.061,18
Al Jefferson,IND,36,17,19,13.4,7,26.7,15.9,0.8,1.76,0.42,0.262,2.4,3.8,2,0.424,0.765,0.877,18
Damion Lee,ATL,15,4,11,27,10.7,41,25.3,1.9,2.77,1.96,0.262,0.6,0,1.3,0.667,0,0.789,18
Norman Powell,TOR,70,51,19,15.2,5.5,21,14.6,0.9,2.71,2.22,0.262,0.2,0,0.3,0.733,0,0.611,18
Wesley Johnson,LAC,74,38,36,20.1,5.4,20.8,13.2,0.5,1.45,0.59,0.262,0.4,0.1,0.9,0.654,0.5,0.783,18
Chris Paul,HOU,58,50,8,31.8,18.6,71.4,24.3,6.8,5.72,5.1,0.261,0.4,1.3,0.7,0.625,0.487,0.421,18
Dion Waiters,MIA,29,15,14,30.8,14.7,56.3,31,4.4,4.66,4.1,0.261,0.7,0,0.5,0.4,0,0.571,18
JR Smith,CLE,80,49,31,28.1,8.3,31.7,20.2,1.3,2.42,1.74,0.261,0.3,0,0.6,0.583,0.667,0.362,18
Rodney McGruder,MIA,18,11,7,16.6,5.1,19.4,13.7,0.6,1.91,1.11,0.261,0.5,0,1.4,0.444,0,0.885,18
Chandler Parsons,MEM,35,11,24,19.3,8,30.7,22.5,1.3,2.57,1.52,0.26,0.4,0.3,0.5,0.462,0.182,0.889,18
Myles Turner,IND,65,39,26,28.2,12.7,48.9,27.9,1.1,1.4,0.34,0.26,3.4,2.4,3.7,0.498,0.619,0.849,18
Wilson Chandler,DEN,74,41,33,31.7,10,38.4,27,1.5,2.38,1.28,0.26,0.5,1.4,3.3,0.286,0.413,0.653,18
Al-Farouq Aminu,POR,69,40,29,30,9.3,36,19.2,1.2,1.97,1,0.259,0.9,0.2,2.1,0.234,0.154,0.635,18
Malcolm Miller,TOR,15,15,0,8.4,2.5,9.8,7.1,0.3,1.74,0.75,0.259,0,0,0.3,0,0,1.2,18
Jamil Wilson,LAC,15,6,9,18.3,7,27.1,15.4,0.6,1.41,0.49,0.258,0.3,0.1,0.4,0.8,0,1,18
Skal Labissiere,SAC,60,19,41,20.7,8.7,33.9,21.1,1,1.84,0.52,0.258,4,3.8,4.2,0.315,0.408,0.693,18
Jarrett Allen,BKN,70,24,46,20,8.3,32.3,20.2,0.7,1.34,0.35,0.257,2.7,0.3,6.4,0.416,0.522,0.84,18
Bam Adebayo,MIA,68,33,35,19.8,7,27.3,20.1,1,2.16,0.77,0.256,5,2.7,4.8,0.127,0.187,0.892,18
Brandan Wright,HOU,27,10,17,13.7,5.1,19.8,11.4,0.5,1.61,0.6,0.256,1.9,0.5,3.9,0.255,0.571,0.942,18
Chris McCullough,WAS,19,11,8,4.7,2.4,9.5,4.5,0.2,1.49,0.58,0.256,0.5,0.1,1,0.222,0,0.737,18
Jakob Poeltl,TOR,82,59,23,18.6,6.9,27.1,14.8,0.6,1.27,0.29,0.255,2.2,0.4,5.4,0.506,0.406,0.917,18
Denzel Valentine,CHI,77,26,51,27.2,10.2,40,29.5,1.9,2.79,2.07,0.254,0.5,0,0.8,0.514,1,0.542,18
David West,GSW,72,51,21,13.7,6.7,26.5,19.3,0.8,1.72,0.5,0.253,2.7,3.4,3.3,0.49,0.274,0.983,18
Dwight Powell,DAL,79,23,56,21.2,8.5,33.6,18.9,0.9,1.53,0.41,0.253,2.4,0.4,5.9,0.354,0.424,0.889,18
Nikola Vucevic,ORL,57,17,40,29.5,16.5,65.5,42.9,1.8,1.69,0.58,0.252,5.2,6.1,6.8,0.446,0.362,0.884,18
Jae Crowder,UTA,80,52,28,26.1,9.7,38.5,22.5,1,1.56,0.7,0.251,0.6,0.5,1.8,0.636,0.162,0.917,18
Jusuf Nurkic,POR,79,48,31,26.4,14.3,57.1,30.9,1.6,1.71,0.53,0.251,4.5,4.5,6.2,0.507,0.522,0.965,18
Sterling Brown,MIL,54,26,28,14.4,4,16,9.9,0.5,1.88,1.17,0.251,0.3,0,0.5,0.471,0,0.577,18
TJ Leaf,IND,53,31,22,8.7,2.9,11.7,6.5,0.3,1.47,0.47,0.251,0.4,0.2,0.9,0.5,0.5,0.86,18
Furkan Korkmaz,PHI,14,11,3,5.7,1.6,6.6,4.7,0.2,2.06,1.38,0.25,0.1,0,0.1,0,0,2,18
Lance Stephenson,IND,82,48,34,22.6,9.2,36.9,22.3,2.5,4.03,3.32,0.25,0.2,0.1,0.8,0.8,0.571,0.754,18
Pat Connaughton,POR,82,49,33,18.1,5.4,21.5,15.8,0.8,2.24,1.3,0.25,0.3,0,0.9,0.682,0,0.703,18
Alec Peters,PHX,20,2,18,11.2,4.1,16.5,10.3,0.4,1.38,0.34,0.249,0.6,0.2,1.1,0.333,0.667,0.81,18
Glenn Robinson III,IND,23,14,9,14.7,4.1,16.6,12.2,0.5,1.73,0.85,0.249,0.2,0,0.9,0.6,2,0.85,18
Blake Griffin,DET,58,28,30,34,21.4,86.3,51,4,2.81,1.95,0.248,3.9,6.4,3.2,0.384,0.436,0.76,18
Devin Harris,DEN,71,33,38,18.9,8.4,33.7,17.9,2.1,3.68,3.23,0.248,0.7,0,0.4,0.404,0,0.714,18
Torrey Craig,DEN,39,22,17,16.1,4.2,16.9,10.7,0.5,1.79,0.92,0.248,0.2,0.1,1.8,0.444,0,0.841,18
Eric Bledsoe,MIL,74,40,34,31.4,17.7,71.8,27.4,5.5,4.6,4,0.247,0.8,0.4,1.4,0.169,0.531,0.861,18
Jrue Holiday,NOP,79,46,33,36.2,19.1,77.1,36.7,4.6,3.62,3.19,0.247,1.1,0.7,2.2,0.659,0.746,0.876,18
Davis Bertans,SAS,77,43,34,14.1,5.9,24.2,13.6,0.6,1.4,0.5,0.245,0.3,0.1,0.7,0.25,0.6,0.922,18
Mike Muscala,ATL,53,14,39,20,7.6,31.2,18.7,0.7,1.28,0.36,0.245,1.8,0.2,2.3,0.379,0.333,0.76,18
Taj Gibson,MIN,82,47,35,33.2,12.2,49.8,27.2,1.2,1.48,0.56,0.245,3.8,2.7,7.1,0.519,0.628,0.91,18
Caleb Swanigan,POR,27,16,11,7,2.3,9.3,6.3,0.3,2,0.6,0.244,1,1,1.9,0.269,0.222,0.784,18
Justin Jackson,SAC,68,21,47,22.2,6.7,27.3,20,0.8,1.82,0.68,0.244,0.5,0.1,1.1,0.667,0,1.065,18
Brice Johnson,MEM,18,2,16,5.4,2.4,9.9,4.8,0.2,1.44,0.42,0.242,0.7,0.3,0.9,0.615,1,0.938,18
Dario Saric,PHI,77,49,28,29.6,14.6,60.4,38.1,1.6,1.61,0.62,0.242,2.9,2,4.3,0.386,0.383,0.762,18
Meyers Leonard,POR,33,17,16,7.7,3.4,14,8.5,0.4,1.75,0.36,0.242,1.1,0.3,1.5,0.676,1,0.804,18
Mike Conley,MEM,11,6,5,31.4,17.1,70.6,36.1,5.4,4.55,4.42,0.242,0.3,0,0.5,0,0,0.6,18
Thaddeus Young,IND,81,48,33,32.2,11.8,48.7,26.4,1.4,1.7,0.7,0.242,2,3.4,4.9,0.5,0.505,0.88,18
Bogdan Bogdanovic,SAC,78,26,52,27.9,11.8,48.8,33.4,2.5,3.13,2.31,0.241,0.7,0.3,1,0.509,0.583,0.654,18
John Wall,WAS,41,23,18,34.4,19.4,80.6,23.3,8.5,6.3,5.62,0.241,0.3,0.2,0.2,0.364,0.4,1.2,18
Kent Bazemore,ATL,64,19,45,27.5,12.8,52.9,35.4,2.3,2.59,1.72,0.241,0.6,0,0.7,0.541,0,0.956,18
Shabazz Napier,POR,74,46,28,20.7,8.7,36.1,16.8,2.8,4.61,4.24,0.241,0.3,0,0.6,0.391,0,0.415,18
Timofey Mozgov,BKN,29,11,18,11.9,4.4,18.4,12.2,0.4,1.41,0.38,0.241,1.3,1.2,3.1,0.432,0.389,0.733,18
Arron Afflalo,ORL,53,16,37,12.9,3.4,14.1,10.9,0.5,2.03,1.01,0.24,0.3,1.1,0.2,0.667,0.345,0.4,18
Darrell Arthur,DEN,19,12,7,7.4,2.8,11.8,7.3,0.3,1.45,0.4,0.24,0.6,0.2,1,0.364,0.5,0.737,18
Thabo Sefolosha,UTA,38,16,22,21.2,8.2,34.2,20.9,1.1,1.97,1.04,0.24,1.1,0.1,1.6,0.775,0,0.814,18
Dewayne Dedmon,ATL,61,18,43,24.9,10,42,24.6,1,1.47,0.33,0.239,3.8,0.6,4.2,0.393,0.429,0.981,18
Dwyane Wade,MIA,67,37,30,22.9,11.4,47.8,23,3.2,4.01,3.06,0.239,1,2,2.1,0.514,0.511,0.846,18
Derrick Favors,UTA,77,46,31,28,12.3,51.5,32.4,1.2,1.36,0.31,0.238,4.8,1.8,7.7,0.597,0.304,0.963,18
Ersan Ilyasova,PHI,69,36,33,25.1,10.9,45.7,27.3,1,1.36,0.45,0.238,2.8,0.7,3.8,0.391,0.66,0.862,18
JaKarr Sampson,SAC,22,6,16,15.6,4.7,19.7,11,0.5,1.66,0.47,0.238,0.6,1,2,0.286,0.429,1.022,18
Richaun Holmes,PHI,47,30,17,15.5,6.6,27.6,18.7,0.7,1.42,0.42,0.238,3.9,0.4,4,0.159,0.444,1.032,18
Juancho Hernangomez,DEN,25,15,10,11.1,3.3,13.8,8.5,0.3,1.44,0.62,0.237,0.2,0.1,0.8,1,0,1,18
Dwayne Bacon,CHA,53,25,28,13.5,3.3,14,9.9,0.6,2.68,1.77,0.236,0.1,0,0,0.667,0,0,18
Jamal Murray,DEN,81,46,35,31.7,16.7,70.8,29.6,5.2,4.36,3.84,0.236,0.6,0.1,1.6,0.556,0.333,0.782,18
Larry Nance Jr.,CLE,66,32,34,21.5,8.7,36.8,18.5,0.9,1.5,0.42,0.236,3.5,0.9,6.5,0.433,0.344,0.857,18
Caris LeVert,BKN,69,24,45,26.1,12,50.9,28.2,3.4,4,3.53,0.235,0.4,0,1.2,0.423,0,0.6,18
Luke Babbitt,MIA,49,15,34,14.1,5.1,21.6,13.2,0.6,1.54,0.62,0.235,0.4,0.1,0.4,0.5,0.667,0.833,18
Isaiah Hicks,NYK,18,4,14,13.3,4.4,19,11.4,0.5,1.58,0.44,0.234,1.2,1.1,2.4,0.571,0.526,0.744,18
Abdel Nader,BOS,47,32,15,11.1,3.1,13.3,9.9,0.5,2.32,1.46,0.233,0.1,0.1,0.5,0,1,0.455,18
D'Angelo Russell,BKN,48,16,32,25.7,15.5,66.5,29.8,5.2,4.69,4.05,0.233,0.4,0.3,0.8,0.474,0,0.825,18
Frank Kaminsky,CHA,79,35,44,23.2,11.1,47.3,26.6,1.3,1.64,0.6,0.233,2,1.2,1.3,0.443,0.598,0.835,18
Joe Young,IND,53,28,25,10.5,3.9,16.8,8.2,1.1,4.11,3.81,0.233,0.1,0,0.2,0,1,0.5,18
Malcolm Brogdon,MIL,47,25,22,29.8,13,55.7,26.9,3.3,3.56,3.35,0.233,0.9,0.3,1.6,0.364,0.375,0.816,18
Omri Casspi,GSW,53,40,13,14,5.7,24.3,14,0.7,1.78,0.88,0.233,0.9,0.5,2.9,0.56,0.379,0.895,18
Willie Cauley-Stein,SAC,73,23,50,28,12.8,54.8,33,1.7,1.85,0.64,0.233,7.1,3.9,6.6,0.346,0.489,0.831,18
Malachi Richardson,TOR,26,8,18,12.4,3.4,14.8,11.7,0.5,1.93,0.89,0.232,0.1,0.1,0.2,1,0,0.8,18
Zach Collins,POR,66,41,25,15.8,4.4,19,12,0.6,1.85,0.69,0.232,0.8,1.4,1.6,0.4,0.323,0.689,18
Nik Stauskas,BKN,41,14,27,12.8,4.4,19.1,12.4,1,3,2.33,0.231,0.1,0,0.1,0,0,0.333,18
Rondae Hollis-Jefferson,BKN,66,25,41,28,13.8,59.8,34.1,2.1,2.07,1.2,0.231,2.3,4.2,4.2,0.572,0.535,0.7,18
Antonius Cleveland,ATL,17,7,10,7.2,1.4,5.9,4.3,0.2,1.91,1.19,0.23,0.1,0,0.5,0,0,0.5,18
Dante Exum,UTA,14,10,4,16.8,8.1,35.4,14.1,2.6,4.45,3.93,0.23,0.4,0,0.8,0.8,0,0.545,18
Damian Jones,GSW,15,7,8,5.9,1.7,7.3,4.7,0.2,1.49,0.3,0.229,0.7,0.3,1.7,0,0,0.72,18
Trey Burke,NYK,36,10,26,21.8,12.8,55.9,21,4.8,5.11,4.88,0.229,0.3,0.1,0.4,0.364,0.667,1.125,18
Daniel Theis,BOS,60,41,19,14.9,5.4,23.7,15.1,0.6,1.59,0.34,0.228,1.3,0.5,3.4,0.468,0.467,0.846,18
Derrick White,SAS,17,7,10,8.2,3.2,13.9,6.2,0.8,3.65,3.08,0.228,0.1,0,0.5,0.5,0,0.875,18
Kelly Olynyk,MIA,75,41,34,23.3,11.5,50.3,30.2,1.7,1.99,0.78,0.228,2,1.9,2.9,0.311,0.448,0.734,18
Ivan Rabb,MEM,36,6,30,14.3,5.6,24.6,14.1,0.7,1.79,0.56,0.227,2.6,1.7,3.9,0.379,0.475,0.768,18
Josh Richardson,MIA,80,43,37,33.2,13,57.2,31.1,3.4,3.62,2.86,0.227,0.7,0.2,1.2,0.492,0.533,0.688,18
Mason Plumlee,DEN,74,40,34,19.5,7.1,31.3,20.3,1.1,2.05,0.93,0.227,2.1,1.6,5.4,0.386,0.446,0.821,18
Rudy Gobert,UTA,56,37,19,32.4,13.5,59.5,33.7,1.5,1.49,0.35,0.227,6.7,0.6,10.8,0.405,0.143,0.88,18
Travis Wear,LAL,17,7,10,13.4,4.4,19.5,9.8,0.4,1.38,0.53,0.227,0.2,0.3,0.2,1,0.8,1,18
Channing Frye,LAL,53,28,25,13.1,5,22.1,11.2,0.6,1.52,0.45,0.225,0.6,0.7,0.9,0.424,0.676,1.063,18
Ian Mahinmi,WAS,77,42,35,14.9,4.8,21.1,11.2,0.5,1.49,0.33,0.225,2.2,0.3,4,0.396,0.409,0.812,18
JaMychal Green,MEM,55,11,44,28,10.3,46,25.5,1.2,1.62,0.51,0.225,2.5,1.7,5.2,0.356,0.441,0.817,18
Royce O'Neale,UTA,69,43,26,16.7,5,22.1,14.4,1,2.81,2.3,0.225,0.3,0,0.6,0.429,0,0.526,18
Sam Dekker,LAC,73,36,37,12.1,4.2,18.4,9.8,0.5,1.67,0.86,0.225,0.3,0.1,1.4,1.273,0.333,0.879,18
Yogi Ferrell,DAL,82,24,58,27.8,10.2,45.7,22,3,3.97,3.45,0.224,0.6,0,0.4,0.271,0,0.606,18
Treveon Graham,CHA,63,28,35,16.7,4.3,19.5,11.7,0.5,1.68,0.83,0.223,0.3,0.1,0.9,0.35,0,0.673,18
Danny Green,SAS,70,40,30,25.6,8.6,38.6,26,1.3,2.07,1.14,0.222,0.5,0,0.9,0.5,0,0.656,18
Joe Ingles,UTA,82,48,34,31.4,11.5,51.6,37,2.5,2.92,1.97,0.222,1.2,0,0.5,0.158,0,0.707,18
Dennis Schroder,ATL,66,21,45,30.9,19.4,87.4,36.5,7.1,4.88,4.15,0.221,0.4,0,0.5,0.444,0,0.343,18
Garrett Temple,SAC,65,23,42,24.8,8.4,38.2,25.1,1.9,2.99,2.3,0.22,0.4,0,0.8,0.652,0,0.54,18
John Collins,ATL,73,21,52,24.1,10.4,47.2,26.7,1.2,1.49,0.41,0.22,4.6,0.9,6.9,0.375,0.422,0.898,18
Tyrone Wallace,LAC,30,17,13,28.4,9.7,44.2,21.9,2.3,3.14,2.69,0.22,0.7,0.3,1.3,0.762,0.667,0.625,18
Austin Rivers,LAC,61,30,31,33.7,15.1,68.9,33,5.2,4.52,4.03,0.219,0.6,0,1,0.649,0,0.65,18
Jason Smith,WAS,33,15,18,8.6,3.4,15.6,8.6,0.4,1.36,0.25,0.219,1,0.2,1.1,0.313,0,0.703,18
Sindarius Thornwell,LAC,73,36,37,15.8,3.9,17.6,11.2,0.6,2.16,1.46,0.219,0.2,0,0.8,0.4,0,0.661,18
DeAndre Jordan,LAC,77,39,38,31.5,12,55.3,25.6,1.4,1.53,0.24,0.218,2.7,1.5,10.3,0.24,0.277,0.967,18
Goran Dragic,MIA,74,38,36,31.7,17.2,79.1,34.2,6.1,4.61,4.29,0.218,1,0.2,1.4,0.592,0.467,0.75,18
Fred VanVleet,TOR,76,55,21,20,8.6,39.9,18.5,2.9,4.39,4.26,0.217,0.2,0,0.3,0.583,0,0.55,18
Ike Anigbogu,IND,11,5,6,2.7,1.2,5.5,2.7,0.1,1.34,0.45,0.217,0.1,0.4,0.6,2,0.5,1,18
Tyler Cavanaugh,ATL,38,11,27,13.2,4.8,22.2,13.1,0.5,1.32,0.36,0.217,1.4,0.1,1.8,0.148,0,0.686,18
Dorian Finney-Smith,DAL,21,4,17,21.3,5.9,27.1,17.2,0.8,1.87,0.82,0.216,0.3,0.2,1.4,0.5,0,0.9,18
Ivica Zubac,LAL,43,19,24,9.5,3.7,17.4,9.4,0.4,1.38,0.31,0.216,1.5,1.1,2.9,0.381,0.125,0.888,18
Thomas Bryant,LAL,15,7,8,4.8,1.5,6.8,3.7,0.2,1.5,0.34,0.216,0.5,0.3,0.7,0,0,1,18
Khem Birch,ORL,42,14,28,13.8,4.2,19.7,11.3,0.5,1.51,0.53,0.215,2.4,0.8,4,0.287,0.265,0.681,18
Thon Maker,MIL,73,40,33,16.8,4.8,22.5,11.9,0.5,1.46,0.22,0.215,2,0.2,3,0.26,0.333,0.573,18
Jarell Martin,MEM,72,20,52,22.8,7.7,36,19.6,1.2,1.99,0.77,0.214,1.5,0.6,2.6,0.355,0.5,0.766,18
Nerlens Noel,DAL,30,6,24,15.7,4.4,20.4,11.5,0.5,1.53,0.45,0.214,2.6,0.4,5.1,0.282,0.167,0.682,18
Nicolas Batum,CHA,64,27,37,31,11.6,53.9,39.5,2.3,2.51,1.46,0.214,0.9,1.8,1.3,0.661,0.416,0.837,18
Nikola Jokic,DEN,75,43,32,32.6,18.5,86.2,51,3.1,2.13,0.99,0.214,4.2,7.5,6.3,0.318,0.455,0.803,18
Kyle Lowry,TOR,78,57,21,32.2,16.2,76.3,30.9,5.1,3.98,3.34,0.213,0.3,0.1,1.1,0.385,0.571,0.53,18
Lauri Markkanen,CHI,68,23,45,29.7,15.2,71.3,33.4,2,1.71,0.8,0.213,0.8,2.3,2.8,0.491,0.557,0.874,18
Lucas Nogueira,TOR,49,36,13,8.5,2.5,11.7,6.7,0.2,1.04,0.19,0.213,0.8,0.1,1.9,0.125,0,0.895,18
Domantas Sabonis,IND,74,45,29,24.5,11.6,54.8,32.9,1.4,1.51,0.61,0.212,4.8,2.6,6,0.632,0.466,0.798,18
Evan Turner,POR,79,48,31,25.7,8.2,38.7,21.3,2.4,3.71,2.82,0.212,0.2,1.8,0.8,0.737,0.65,0.896,18
Marvin Williams,CHA,78,33,45,25.7,9.5,45.1,23.7,0.9,1.21,0.3,0.212,1.1,0.9,1.7,0.407,0.746,0.794,18
Patty Mills,SAS,82,47,35,25.7,10,47.1,25,3.1,3.99,4.21,0.212,0.3,0,0.4,0.545,0,0.706,18
Reggie Jackson,DET,45,27,18,26.7,14.6,68.8,22.8,6.3,5.53,5.26,0.212,0.3,0.1,0.7,0.571,0.5,0.485,18
Dwight Buycks,DET,29,10,19,14.7,7.4,35.1,12.2,3.3,5.67,5.26,0.211,0.2,0,0.5,0.857,0,0.533,18
Jamel Artis,ORL,15,4,11,18.6,5.1,24.3,15.2,1.1,2.61,1.89,0.211,0.5,0.3,0.5,0.857,0,1.286,18
Nemanja Bjelica,MIN,67,38,29,20.5,6.8,32.1,16.8,0.9,1.72,0.74,0.211,0.3,0.2,1.4,0.522,0.267,0.979,18
Aron Baynes,BOS,78,51,27,18.4,5.9,28.2,19.1,0.7,1.54,0.38,0.21,3,1.4,4.6,0.333,0.541,0.704,18
Gorgui Dieng,MIN,79,45,34,16.9,5.9,28.3,16.2,0.7,1.59,0.45,0.21,2.1,0.6,3.2,0.455,0.367,0.715,18
Bobby Brown,HOU,20,17,3,5.7,2.5,12,6.5,0.9,4.41,3.91,0.209,0.1,0,0,0,0,0,18
Dante Cunningham,BKN,71,33,38,21.4,5.8,27.9,14.5,0.6,1.25,0.28,0.208,0.8,0.2,2.1,0.579,0.118,0.709,18
Nick Collison,OKC,13,9,4,4.4,2,9.6,5.8,0.3,1.65,0.61,0.208,0.9,0.1,1.4,0.917,2,0.944,18
Zaza Pachulia,GSW,68,46,22,14,5.4,25.9,15.5,0.6,1.48,0.44,0.208,2.4,1.2,3.9,0.543,0.253,0.824,18
Jonas Jerebko,UTA,74,45,29,15.3,5.8,28.2,17.3,0.6,1.38,0.4,0.206,0.6,0.1,1.2,0.766,0.091,0.818,18
Luke Kornet,NYK,20,6,14,16.3,6.7,32.7,19.6,0.7,1.35,0.44,0.205,0.7,0.8,2,0,0.733,0.974,18
Marc Gasol,MEM,72,20,52,32.9,17.1,83.6,57.8,2.4,1.74,0.55,0.205,8,10.2,5.4,0.245,0.394,0.641,18
Tristan Thompson,CLE,53,27,26,20.2,5.8,28.2,12.9,0.7,1.52,0.44,0.205,1.9,0.5,5.7,0.466,0.385,0.717,18
Brandon Paul,SAS,64,38,26,9,2.3,11.3,8,0.4,1.98,1.1,0.204,0.2,0,0.3,0.833,0,1.091,18
Henry Ellenson,DET,38,21,17,8.7,4,19.5,9.1,0.6,1.8,0.92,0.204,0.5,0.3,0.5,0.333,0.4,0.789,18
Alex Poythress,IND,25,10,15,4.2,1,5.1,2.9,0.1,1.56,0.63,0.203,0.1,0,0.7,0.667,0,0.588,18
Andre Roberson,OKC,36,24,12,26.5,5,24.6,14.4,0.5,1.28,0.41,0.202,0.9,0,3.9,0.515,0,0.66,18
Myke Henry,MEM,20,3,17,18.9,5.4,26.5,20.1,0.9,2.09,1.21,0.202,0.6,0.1,1.1,0.583,0,0.952,18
Salah Mejri,DAL,61,21,40,11.9,3.5,17.3,9,0.4,1.45,0.33,0.202,1.9,0.2,3.2,0.342,0.833,0.809,18
Wes Iwundu,ORL,62,18,44,16.5,3.7,18.3,11.4,0.7,2.46,1.57,0.202,0.3,0,1,0.8,0,0.852,18
Al Horford,BOS,69,44,25,31.5,12.8,63.5,40,2.3,2.2,1.06,0.201,3.1,5.2,3.8,0.409,0.476,0.693,18
Gary Payton II,LAL,23,10,13,9.6,3,14.9,6.9,0.7,2.86,2.38,0.201,0.3,0,1.5,0,0,0.824,18
James Johnson,MIA,72,36,36,26.6,10.7,53.2,25.3,2.6,2.89,2.13,0.201,1.4,1.5,1.7,0.427,0.349,0.902,18
Marcin Gortat,WAS,82,43,39,25.3,8.4,41.9,21.7,1,1.45,0.31,0.201,4.8,2.2,7.2,0.333,0.584,0.77,18
Mike James,NOP,36,11,25,19.1,9.3,46.4,15.6,4.2,5.4,5.31,0.201,0.2,0,0.5,0.375,0,0.111,18
Joe Johnson,HOU,55,35,20,21.9,6.8,33.9,19.8,1.5,2.58,1.64,0.199,0.5,2.5,0.4,0.481,0.547,0.609,18
Marquese Chriss,PHX,72,19,53,21.2,7.7,38.9,20.5,1,1.52,0.41,0.199,1.9,1.5,2.8,0.3,0.37,0.786,18
Shaquille Harrison,PHX,23,3,20,16.7,6.6,33.4,14.3,2.4,4.22,3.81,0.198,0.1,0,0.7,0,0,0.733,18
Darren Collison,IND,69,39,30,29.3,12.4,63,27,4.8,4.61,4.19,0.197,0.3,0,0.5,0.944,0,1,18
Terry Rozier,BOS,77,51,26,26,11.5,58.2,24.7,4.1,4.18,3.68,0.197,0.5,0,0.9,0.343,2,0.429,18
D.J. Augustin,ORL,75,23,52,23.5,10.2,52.4,21.6,4.4,4.99,5.12,0.195,0.3,0,0.5,0.731,0,0.371,18
Kyle Anderson,SAS,74,41,33,26.7,7.9,40.5,24.6,1.8,2.64,1.58,0.195,0.8,0.4,2.4,0.542,0.406,0.943,18
Anthony Tolliver,DET,79,37,42,22.2,8.9,46.1,20.4,1,1.34,0.28,0.193,0.7,0.1,1,0.107,0.667,0.772,18
D.J. Wilson,MIL,22,12,10,3.2,1,5,2.7,0.1,1.55,0.42,0.193,0.5,0,0.2,0.2,0,0.8,18
Dennis Smith Jr.,DAL,69,22,47,29.7,15.2,78.6,29.2,6.5,4.96,4.7,0.193,0.5,0.3,1.1,0.459,0.444,0.709,18
Elfrid Payton,PHX,63,13,50,28.7,12.7,65.5,20.9,5.6,5.1,4.69,0.193,1,0.1,1.7,0.646,0.375,0.683,18
Pascal Siakam,TOR,81,59,22,20.7,7.3,37.7,21.5,1.1,1.73,0.84,0.193,1,0.3,2.8,0.53,0.364,0.872,18
Raymond Felton,OKC,79,48,31,16.6,6.8,35.4,13.6,3.2,5.48,5.08,0.193,0.2,0,0.3,0.706,0,0.81,18
Jonathan Isaac,ORL,27,11,16,19.8,5.4,28,14.9,0.7,1.53,0.56,0.192,0.7,0.5,1.7,0.35,0.308,0.702,18
Kosta Koufos,SAC,71,22,49,19.6,6.7,34.9,19.3,1,1.7,0.41,0.192,4.3,1.4,5.4,0.362,0.438,0.813,18
PJ Tucker,HOU,81,65,16,27.8,6.2,32.2,15.8,0.7,1.37,0.55,0.192,0.6,0.1,1.4,0.043,0,0.527,18
Patrick Beverley,LAC,11,5,6,30.3,12.2,63.5,30.8,4.2,3.93,3.61,0.192,0.8,0,1.3,0.222,0,0.429,18
Tyson Chandler,PHX,46,15,31,25,6.5,33.9,18.3,0.9,1.56,0.28,0.192,3.4,0.5,6.6,0.173,0.091,0.875,18
